ClassID,ClassName_ZH,ClassAccuracy
0,步行,0.38317757005764697
1,坐姿呼吸,0.7798165136899251
2,跳跃,0.012987012985326363
3,挥手,0.9252336447733427
4,跑步,0.9999999999166668
