ClassID,ClassName_ZH,ClassAccuracy
0,步行,0.9622641508526166
1,坐姿呼吸,0.38679245279369884
2,跳跃,0.06578947367555402
3,挥手,0.7009345793737445
4,跑步,0.39316239312878953
