ClassID,ClassName_ZH,ClassAccuracy
0,步行,0.5188679244793521
1,坐姿呼吸,0.4954128439912466
2,跳跃,0.8571428570315399
3,挥手,0.26168224296619796
4,跑步,0.9411764705091449
