ClassID,ClassName_ZH,ClassAccuracy
0,步行,0.009345794391649927
1,坐姿呼吸,0.5185185184705076
2,跳跃,0.7792207791195818
3,挥手,0.2897196261411477
4,跑步,0.9916666665840278
