TestDevice,Accuracy
AmazonEchoPlus,0.8134615384615385
AmazonEchoShow8,0.6423076923076924
AmazonEchoSpot,0.697029702970297
AmazonPlug,0.47307692307692306
AppleHomePod,0.4613899613899614
GoogleNest,0.603515625
GoveeSmartPlug,0.4605009633911368
WyzePlug,0.5884615384615385
