ClassID,ClassName_ZH,ClassAccuracy
0,步行,0.046728971958249634
1,坐姿呼吸,0.6018518517961249
2,跳跃,0.012987012985326363
3,挥手,0.9439252335566426
4,跑步,0.899999999925
