ClassID,ClassName_ZH,ClassAccuracy
0,步行,0.6132075471119616
1,坐姿呼吸,0.5045871559170104
2,跳跃,0.9090909089728454
3,挥手,0.34579439249104726
4,跑步,0.9495798318529766
