TestDevice,Accuracy
AmazonEchoPlus,0.7346153846153847
AmazonEchoShow8,0.40576923076923077
AmazonEchoSpot,0.8198019801980198
AmazonPlug,0.4519230769230769
AppleHomePod,0.6563706563706564
GoogleNest,0.654296875
GoveeSmartPlug,0.5394990366088632
WyzePlug,0.47115384615384615
