ClassID,ClassName_ZH,ClassAccuracy
0,步行,0.6074766354572452
1,坐姿呼吸,0.8073394494672166
2,跳跃,0.27272727269185365
3,挥手,0.878504672815093
4,跑步,0.9499999999208334
