ClassID,ClassName_ZH,ClassAccuracy
0,步行,0.9433962263260948
1,坐姿呼吸,0.5849056603221787
2,跳跃,0.6842105262257618
3,挥手,0.4392523364075465
4,跑步,0.6324786324245745
