ClassID,ClassName_ZH,ClassAccuracy
0,步行,0.8737864076821568
1,坐姿呼吸,0.9528301885893558
2,跳跃,0.7866666665617779
3,挥手,0.6857142856489796
4,跑步,0.7931034482074911
